Topic,Characteristic,Note,Total
Major field of study - Classification of Instructional Programs (CIP) 2021,    50. Visual and performing arts,,6080
Major field of study - Classification of Instructional Programs (CIP) 2021,  Humanities,,13020
Major field of study - Classification of Instructional Programs (CIP) 2021,"    16. Indigenous and foreign languages, literatures, and linguistics",,925
Major field of study - Classification of Instructional Programs (CIP) 2021,    23. English language and literature/letters,,3445
Major field of study - Classification of Instructional Programs (CIP) 2021,"    24. Liberal arts and sciences, general studies and humanities",,3410
Major field of study - Classification of Instructional Programs (CIP) 2021,    30A Interdisciplinary humanities,174,310
Major field of study - Classification of Instructional Programs (CIP) 2021,    38. Philosophy and religious studies,,980
Major field of study - Classification of Instructional Programs (CIP) 2021,    39. Theology and religious vocations,,1495
Major field of study - Classification of Instructional Programs (CIP) 2021,    54. History,,1845
Major field of study - Classification of Instructional Programs (CIP) 2021,    55. French language and literature/lettersCAN,,605
Major field of study - Classification of Instructional Programs (CIP) 2021,  Social and behavioural sciences and law,,26045
Major field of study - Classification of Instructional Programs (CIP) 2021,"    05. Area, ethnic, cultural, gender, and group studies",,345
Major field of study - Classification of Instructional Programs (CIP) 2021,"    09. Communication, journalism and related programs",,3540
Major field of study - Classification of Instructional Programs (CIP) 2021,    19. Family and consumer sciences/human sciences,,4740
Major field of study - Classification of Instructional Programs (CIP) 2021,    22. Legal professions and studies,,3240
Major field of study - Classification of Instructional Programs (CIP) 2021,    30B Interdisciplinary social and behavioural sciences,175,755
Major field of study - Classification of Instructional Programs (CIP) 2021,    42. Psychology,,4075
Major field of study - Classification of Instructional Programs (CIP) 2021,    45. Social sciences,,9350
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Business, management and public administration",,42205
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.16 Accounting and computer science,,75
Major field of study - Classification of Instructional Programs (CIP) 2021,    44. Public administration and social service professions,,3755
Major field of study - Classification of Instructional Programs (CIP) 2021,"    52. Business, management, marketing and related support services",,38375
Major field of study - Classification of Instructional Programs (CIP) 2021,  Physical and life sciences and technologies,,9360
Major field of study - Classification of Instructional Programs (CIP) 2021,    26. Biological and biomedical sciences,,3810
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.01 Biological and physical sciences,,2105
Major field of study - Classification of Instructional Programs (CIP) 2021,    30C Other interdisciplinary physical and life sciences,176,165
Major field of study - Classification of Instructional Programs (CIP) 2021,    40. Physical sciences,,2935
Major field of study - Classification of Instructional Programs (CIP) 2021,    41. Science technologies/technicians,,340
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Mathematics, computer and information sciences",,15360
Major field of study - Classification of Instructional Programs (CIP) 2021,    11. Computer and information sciences and support services,,11580
Major field of study - Classification of Instructional Programs (CIP) 2021,    25. Library science,,500
Major field of study - Classification of Instructional Programs (CIP) 2021,    27. Mathematics and statistics,,2815
Major field of study - Classification of Instructional Programs (CIP) 2021,"    30D Interdisciplinary mathematics, computer and information sciences",177,455
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Architecture, engineering, and related trades",,44970
Major field of study - Classification of Instructional Programs (CIP) 2021,    04. Architecture and related services,,1560
Major field of study - Classification of Instructional Programs (CIP) 2021,    14. Engineering,,16220
Major field of study - Classification of Instructional Programs (CIP) 2021,    15. Engineering/engineering-related technologies/technicians,,10795
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.12 Historic preservation and conservation,,10
Major field of study - Classification of Instructional Programs (CIP) 2021,    46. Construction trades,,5430
Major field of study - Classification of Instructional Programs (CIP) 2021,    47. Mechanic and repair technologies/technicians,,5960
Major field of study - Classification of Instructional Programs (CIP) 2021,    48. Precision production,,5000
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Agriculture, natural resources and conservation",,4455
Major field of study - Classification of Instructional Programs (CIP) 2021,    01. Agricultural and veterinary sciences/services/operations and related fields,178,2680
Major field of study - Classification of Instructional Programs (CIP) 2021,    03. Natural resources and conservation,,1775
Major field of study - Classification of Instructional Programs (CIP) 2021,  Health and related fields,,26320
Major field of study - Classification of Instructional Programs (CIP) 2021,    30.37 Design for human health,,0
Major field of study - Classification of Instructional Programs (CIP) 2021,"    31. Parks, recreation, leisure, fitness, and kinesiology",,3225
Major field of study - Classification of Instructional Programs (CIP) 2021,    51. Health professions and related programs,178,22535
Major field of study - Classification of Instructional Programs (CIP) 2021,    60. Health professions residency/fellowship programs,,100
Major field of study - Classification of Instructional Programs (CIP) 2021,    61. Medical residency/fellowship programs,,460
Major field of study - Classification of Instructional Programs (CIP) 2021,"  Personal, protective and transportation services",,11005
Major field of study - Classification of Instructional Programs (CIP) 2021,"    12. Culinary, entertainment, and personal services",,5685
Major field of study - Classification of Instructional Programs (CIP) 2021,"    28. Military science, leadership and operational art",,0
Major field of study - Classification of Instructional Programs (CIP) 2021,    29. Military technologies and applied sciences,,30
Major field of study - Classification of Instructional Programs (CIP) 2021,    43. Security and protective services,,3750
Major field of study - Classification of Instructional Programs (CIP) 2021,    49. Transportation and materials moving,,1535
Major field of study - Classification of Instructional Programs (CIP) 2021,  Other,179,285
Location of study compared with province or territory of residence,Total - Location of study compared with province or territory of residence for the population aged 25 to 64 years in private households - 25% sample data,180,314490
Location of study compared with province or territory of residence,"  No postsecondary certificate, diploma or degree",,105235
Location of study compared with province or territory of residence,"  Postsecondary certificate, diploma or degree",181,209255
Location of study compared with province or territory of residence,    Location of study inside Canada,,164165
Location of study compared with province or territory of residence,      Same as province or territory of residence,,155615
Location of study compared with province or territory of residence,      Different than province or territory of residence,,8560
Location of study compared with province or territory of residence,    Location of study outside Canada,182,45090
Location of study compared with province or territory of residence,      Americas,,8970
Location of study compared with province or territory of residence,        United States of America,,5170
Location of study compared with province or territory of residence,        Mexico,,380
Location of study compared with province or territory of residence,        Cuba,,160
Location of study compared with province or territory of residence,        Haiti,,10
Location of study compared with province or territory of residence,        Jamaica,,245
Location of study compared with province or territory of residence,        Brazil,,1065
Location of study compared with province or territory of residence,        Colombia,,865
Location of study compared with province or territory of residence,        Peru,,40
Location of study compared with province or territory of residence,        Venezuela,95,130
Location of study compared with province or territory of residence,        Other locations of study in Americas,,900
Location of study compared with province or territory of residence,      Europe,,9295
Location of study compared with province or territory of residence,        Belgium,,25
Location of study compared with province or territory of residence,        France,,280
Location of study compared with province or territory of residence,        Germany,,460
Location of study compared with province or territory of residence,        Netherlands,,170
Location of study compared with province or territory of residence,        Switzerland,,75
Location of study compared with province or territory of residence,        Hungary,,145
Location of study compared with province or territory of residence,        Moldova,183,100
Location of study compared with province or territory of residence,        Poland,,700
Location of study compared with province or territory of residence,        Romania,,1525
Location of study compared with province or territory of residence,        Russian Federation,,445
Location of study compared with province or territory of residence,        Ukraine,,500
Location of study compared with province or territory of residence,        Ireland,96,155
Location of study compared with province or territory of residence,        United Kingdom,87,2485
Location of study compared with province or territory of residence,        Bosnia and Herzegovina,,450
Location of study compared with province or territory of residence,        Italy,,105
Location of study compared with province or territory of residence,        Serbia,86,505
Location of study compared with province or territory of residence,        Other locations of study in Europe,,1170
Location of study compared with province or territory of residence,      Africa,,2670
Location of study compared with province or territory of residence,        Nigeria,,640
Location of study compared with province or territory of residence,        Algeria,,30
Location of study compared with province or territory of residence,        Morocco,,40
Location of study compared with province or territory of residence,        Tunisia,,25
Location of study compared with province or territory of residence,        Egypt,,585
Location of study compared with province or territory of residence,"        South Africa, Republic of",,245
Location of study compared with province or territory of residence,        Other locations of study in Africa,,1105
Location of study compared with province or territory of residence,      Asia,,23320
Location of study compared with province or territory of residence,        Iran,88,720
Location of study compared with province or territory of residence,        Iraq,,485
Location of study compared with province or territory of residence,        Israel,,105
Location of study compared with province or territory of residence,        Lebanon,,180
Location of study compared with province or territory of residence,        Syria,89,485
Location of study compared with province or territory of residence,        Turkey,,420
Location of study compared with province or territory of residence,        China,90,2395
Location of study compared with province or territory of residence,        Taiwan,,105
Location of study compared with province or territory of residence,        Hong Kong,91,110
Location of study compared with province or territory of residence,        Japan,,245
Location of study compared with province or territory of residence,"        Korea, South",92,940
Location of study compared with province or territory of residence,        Philippines,,2030
Location of study compared with province or territory of residence,        Viet Nam,,230
Location of study compared with province or territory of residence,        Bangladesh,,315
Location of study compared with province or territory of residence,        Sri Lanka,,195
Location of study compared with province or territory of residence,        India,,11350
Location of study compared with province or territory of residence,        Pakistan,,1840
Location of study compared with province or territory of residence,        Other locations of study in Asia,,1165
Location of study compared with province or territory of residence,      Oceania,,835
Location of study compared with province or territory of residence,        Australia,,730
Location of study compared with province or territory of residence,        New Zealand,,105
Location of study compared with province or territory of residence,        Other locations of study in Oceania,,0
Labour force status,Total - Population aged 15 years and over by labour force status - 25% sample data,184,478145
Labour force status,  In the labour force,,317990
Labour force status,    Employed,,283810
Labour force status,    Unemployed,,34175
Labour force status,  Not in the labour force,,160155
Labour force status,Participation rate,,66.5
Labour force status,Employment rate,,59.4
Labour force status,Unemployment rate,,10.7
Work activity during the reference year,Total - Population aged 15 years and over by work activity during the reference year - 25% sample data,185,478145
Work activity during the reference year,  Did not work,186,160700
Work activity during the reference year,  Worked,,317445
Work activity during the reference year,    Worked full year full time,187,176075
Work activity during the reference year,    Worked part year and/or part time,188,141370
Work activity during the reference year,    Average weeks worked in reference year,,41.8
Class of worker including job permanency,Total - Labour force aged 15 years and over by class of worker including job permanency - 25% sample data,189,317990
Class of worker including job permanency,  Class of worker - not applicable,190,7635
Class of worker including job permanency,  All classes of workers,191,310350
Class of worker including job permanency,    Employee,,271655
Class of worker including job permanency,      Permanent position,,233765
Class of worker including job permanency,      Temporary position,,37895
Class of worker including job permanency,        Fixed term (1 year or more),,12735
Class of worker including job permanency,"        Casual, seasonal or short-term position (less than 1 year)",,25160
Class of worker including job permanency,    Self-employed,192,38695
Occupation - Broad category - National Occupational Classification (NOC) 2021,Total - Labour force aged 15 years and over by occupation - Broad category - National Occupational Classification (NOC) 2021 - 25% sample data,193,317990
Occupation - Broad category - National Occupational Classification (NOC) 2021,  Occupation - not applicable,190,7635
Occupation - Broad category - National Occupational Classification (NOC) 2021,  All occupations,191,310350
Occupation - Broad category - National Occupational Classification (NOC) 2021,    0 Legislative and senior management occupations,,3655
Occupation - Broad category - National Occupational Classification (NOC) 2021,"    1 Business, finance and administration occupations",,51635
Occupation - Broad category - National Occupational Classification (NOC) 2021,    2 Natural and applied sciences and related occupations,,35725
Occupation - Broad category - National Occupational Classification (NOC) 2021,    3 Health occupations,,19660
Occupation - Broad category - National Occupational Classification (NOC) 2021,"    4 Occupations in education, law and social, community and government services",,34830
Occupation - Broad category - National Occupational Classification (NOC) 2021,"    5 Occupations in art, culture, recreation and sport",,8115
Occupation - Broad category - National Occupational Classification (NOC) 2021,    6 Sales and service occupations,,71920
Occupation - Broad category - National Occupational Classification (NOC) 2021,"    7 Trades, transport and equipment operators and related occupations",,51655
Occupation - Broad category - National Occupational Classification (NOC) 2021,"    8 Natural resources, agriculture and related production occupations",,5975
Occupation - Broad category - National Occupational Classification (NOC) 2021,    9 Occupations in manufacturing and utilities,,27180
Industry - Sectors - North American Industry Classification System (NAICS) 2017,Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017 - 25% sample data,194,317990
Industry - Sectors - North American Industry Classification System (NAICS) 2017,  Industry - not applicable,190,7635
Industry - Sectors - North American Industry Classification System (NAICS) 2017,  All industries,191,310350
Industry - Sectors - North American Industry Classification System (NAICS) 2017,"    11 Agriculture, forestry, fishing and hunting",,4440
Industry - Sectors - North American Industry Classification System (NAICS) 2017,"    21 Mining, quarrying, and oil and gas extraction",,370
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    22 Utilities,,1495
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    23 Construction,,22600
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    31-33 Manufacturing,,47950
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    41 Wholesale trade,,11415
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    44-45 Retail trade,,33030
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    48-49 Transportation and warehousing,,15035
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    51 Information and cultural industries,,8385
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    52 Finance and insurance,,18065
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    53 Real estate and rental and leasing,,4865
Industry - Sectors - North American Industry Classification System (NAICS) 2017,"    54 Professional, scientific and technical services",,29350
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    55 Management of companies and enterprises,,1140
Industry - Sectors - North American Industry Classification System (NAICS) 2017,"    56 Administrative and support, waste management and remediation services",,13110
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    61 Educational services,,27060
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    62 Health care and social assistance,,31820
Industry - Sectors - North American Industry Classification System (NAICS) 2017,"    71 Arts, entertainment and recreation",,4025
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    72 Accommodation and food services,,15400
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    81 Other services (except public administration),,10790
Industry - Sectors - North American Industry Classification System (NAICS) 2017,    91 Public administration,,10005
All languages used at work,"Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",195,339565
All languages used at work,  English,,324190
All languages used at work,  French,,525
All languages used at work,  Non-official language,,2710
All languages used at work,    Indigenous,39,0
All languages used at work,    Non-Indigenous,,2710
All languages used at work,  English and French,,3605
All languages used at work,  English and non-official language(s),,8260
All languages used at work,  French and non-official language(s),,0
All languages used at work,"  English, French and non-official language(s)",,210
All languages used at work,  Multiple non-official languages,,65
Language used most often at work,"Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data",196,339565
Language used most often at work,  Single responses,,337660
Language used most often at work,    Official languages,,333330
Language used most often at work,      English,,332285
Language used most often at work,      French,,1050
Language used most often at work,    Non-official languages,,4330
Language used most often at work,      Indigenous languages,39,0
Language used most often at work,        Algonquian languages,,0
Language used most often at work,          Blackfoot,,0
Language used most often at work,          Cree-Innu languages,,0
Language used most often at work,            Atikamekw,,0
Language used most often at work,            Cree languages,,0
Language used most often at work,              Ililimowin (Moose Cree),,0
Language used most often at work,              Inu Ayimun (Southern East Cree),,0
Language used most often at work,              Iyiyiw-Ayimiwin (Northern East Cree),,0
Language used most often at work,              Nehinawewin (Swampy Cree),,0
Language used most often at work,              Nehiyawewin (Plains Cree),,0
Language used most often at work,              Nihithawiwin (Woods Cree),,0
Language used most often at work,"              Cree, n.o.s.",,0
Language used most often at work,            Innu (Montagnais),,0
Language used most often at work,            Naskapi,,0
Language used most often at work,          Eastern Algonquian languages,,0
Language used most often at work,            Mi'kmaq,,0
Language used most often at work,            Wolastoqewi (Malecite),,0
Language used most often at work,          Ojibway-Potawatomi languages,,0
Language used most often at work,            Anicinabemowin (Algonquin),,0
Language used most often at work,            Oji-Cree,,0
Language used most often at work,            Ojibway languages,,0
Language used most often at work,              Anishinaabemowin (Chippewa),,0
Language used most often at work,              Daawaamwin (Odawa),,0
Language used most often at work,              Saulteau (Western Ojibway),,0
Language used most often at work,"              Ojibway, n.o.s.",,0
Language used most often at work,"          Algonquian languages, n.i.e.",,0
Language used most often at work,        Athabaskan languages,,0
Language used most often at work,          Northern Athabaskan languages,,0
Language used most often at work,            Dakelh (Carrier),,0
Language used most often at work,            Dane-zaa (Beaver),,0
Language used most often at work,"            Dene, n.o.s.",,0
Language used most often at work,            Gwich'in,,0
Language used most often at work,            Slavey-Hare languages,,0
Language used most often at work,              Deh Gah Ghotie Zhatie (South Slavey),,0
Language used most often at work,              Satuotine Yati (North Slavey),,0
Language used most often at work,"              Slavey, n.o.s.",,0
Language used most often at work,            Tahltan languages,,0
Language used most often at work,            Tlicho (Dogrib),,0
Language used most often at work,            Tse'khene (Sekani),,0
Language used most often at work,            Tsilhqot'in (Chilcotin),,0
Language used most often at work,            Tsuu T'ina (Sarsi),,0
Language used most often at work,            Tutchone languages,,0
Language used most often at work,              Northern Tutchone,,0
Language used most often at work,              Southern Tutchone,,0
Language used most often at work,"              Tutchone, n.o.s.",,0
Language used most often at work,            Wetsuwet'en-Babine,,0
Language used most often at work,          Tlingit,,0
Language used most often at work,"          Athabaskan languages, n.i.e.",,0
Language used most often at work,        Haida,,0
Language used most often at work,        Inuktut (Inuit) languages,,0
Language used most often at work,          Inuinnaqtun (Inuvialuktun),,0
Language used most often at work,            Inuinnaqtun,,0
Language used most often at work,            Inuvialuktun,,0
Language used most often at work,          Inuktitut,,0
Language used most often at work,"          Inuktut (Inuit) languages, n.i.e.",,0
Language used most often at work,        Iroquoian languages,,0
Language used most often at work,          Mohawk,,0
Language used most often at work,          Oneida,,0
Language used most often at work,"          Iroquoian languages, n.i.e.",,0
Language used most often at work,        Ktunaxa (Kutenai),,0
Language used most often at work,        Michif,,0
Language used most often at work,        Salish languages,,0
Language used most often at work,          Halkomelem,,0
Language used most often at work,          Lillooet,,0
Language used most often at work,          Ntlakapamux (Thompson),,0
Language used most often at work,          Secwepemctsin (Shuswap),,0
Language used most often at work,          Squamish,,0
Language used most often at work,          Straits,,0
Language used most often at work,          Syilx (Okanagan),,0
Language used most often at work,"          Salish languages, n.i.e.",,0
Language used most often at work,        Siouan languages,,0
Language used most often at work,          Assiniboine,,0
Language used most often at work,          Dakota,,0
Language used most often at work,          Stoney,,0
Language used most often at work,"          Siouan languages, n.i.e.",,0
Language used most often at work,        Tsimshian languages,,0
Language used most often at work,          Gitxsan (Gitksan),,0
Language used most often at work,          Nisga'a,,0
Language used most often at work,          Tsimshian,,0
Language used most often at work,        Wakashan languages,,0
Language used most often at work,          Haisla,,0
Language used most often at work,          Heiltsuk,,0
Language used most often at work,          Kwak'wala (Kwakiutl),,0
Language used most often at work,          Nuu-chah-nulth (Nootka),,0
Language used most often at work,"          Wakashan languages, n.i.e.",,0
Language used most often at work,"        Indigenous languages, n.i.e.",,0
Language used most often at work,"        Indigenous languages, n.o.s.",,0
Language used most often at work,      Non-Indigenous languages,,4330
Language used most often at work,        Afro-Asiatic languages,,295
Language used most often at work,          Berber languages,,0
Language used most often at work,            Kabyle,,0
Language used most often at work,            Tamazight,,0
Language used most often at work,"            Berber languages, n.i.e.",,0
Language used most often at work,          Chadic languages,,0
Language used most often at work,          Coptic,,0
Language used most often at work,          Cushitic languages,,15
Language used most often at work,            Bilen,,0
Language used most often at work,            Oromo,,0
Language used most often at work,            Somali,,10
Language used most often at work,"            Cushitic languages, n.i.e.",,0
Language used most often at work,          Semitic languages,,280
Language used most often at work,            Amharic,,0
Language used most often at work,            Arabic,,235
Language used most often at work,            Aramaic languages,,0
Language used most often at work,              Assyrian Neo-Aramaic,,0
Language used most often at work,              Chaldean Neo-Aramaic,,0
Language used most often at work,"              Aramaic, n.o.s.",,0
Language used most often at work,            Hebrew,,0
Language used most often at work,            Tigrigna,,35
Language used most often at work,"            Semitic languages, n.i.e.",,0
Language used most often at work,        Austro-Asiatic languages,,150
Language used most often at work,          Khmer (Cambodian),,0
Language used most often at work,          Vietnamese,,150
Language used most often at work,"          Austro-Asiatic languages, n.i.e.",,0
Language used most often at work,        Austronesian languages,,40
Language used most often at work,          Bikol,,0
Language used most often at work,"          Bisaya, n.o.s.",,0
Language used most often at work,          Cebuano,,0
Language used most often at work,          Hiligaynon,,0
Language used most often at work,          Ilocano,,0
Language used most often at work,          Indonesian,,0
Language used most often at work,          Kankanaey,,0
Language used most often at work,          Malagasy languages,,0
Language used most often at work,          Malay,,0
Language used most often at work,"          Pampangan (Kapampangan, Pampango)",,0
Language used most often at work,          Pangasinan,,0
Language used most often at work,"          Tagalog (Pilipino, Filipino)",,30
Language used most often at work,"          Austronesian languages, n.i.e.",,0
Language used most often at work,        Creole languages,,0
Language used most often at work,          Haitian Creole,,0
Language used most often at work,          Jamaican English Creole,,0
Language used most often at work,          Morisyen,,0
Language used most often at work,"          Creole, n.o.s.",,0
Language used most often at work,"          Creole languages, n.i.e.",,0
Language used most often at work,        Dravidian languages,,20
Language used most often at work,          Kannada,,0
Language used most often at work,          Malayalam,,0
Language used most often at work,          Tamil,,10
Language used most often at work,          Telugu,,0
Language used most often at work,"          Dravidian languages, n.i.e.",,0
Language used most often at work,        Georgian,,0
Language used most often at work,        Indo-European languages,,2830
Language used most often at work,          Albanian,,25
Language used most often at work,          Armenian,,10
Language used most often at work,          Balto-Slavic languages,,260
Language used most often at work,            Baltic languages,,0
Language used most often at work,              Latvian,,0
Language used most often at work,              Lithuanian,,0
Language used most often at work,            Slavic languages,,255
Language used most often at work,              Bulgarian,,0
Language used most often at work,              Czech,,0
Language used most often at work,              Macedonian,,0
Language used most often at work,              Polish,,50
Language used most often at work,              Russian,,60
Language used most often at work,              Serbo-Croatian,,85
Language used most often at work,                Bosnian,,10
Language used most often at work,                Croatian,,10
Language used most often at work,                Serbian,,65
Language used most often at work,"                Serbo-Croatian, n.i.e.",,0
Language used most often at work,              Slovak,,0
Language used most often at work,              Slovene (Slovenian),,0
Language used most often at work,              Ukrainian,,50
Language used most often at work,"              Slavic languages, n.i.e.",,0
Language used most often at work,          Celtic languages,,0
Language used most often at work,            Scottish Gaelic,,0
Language used most often at work,"            Celtic languages, n.i.e.",,0
Language used most often at work,          Germanic languages,,1620
Language used most often at work,            Frisian,,0
Language used most often at work,            High German languages,,1530
Language used most often at work,              German,,680
Language used most often at work,              Pennsylvania German,,835
Language used most often at work,              Swiss German,,0
Language used most often at work,              Yiddish,,0
Language used most often at work,            Low Saxon-Low Franconian languages,,85
Language used most often at work,              Afrikaans,,0
Language used most often at work,              Dutch,,85
Language used most often at work,"              Low German, n.o.s.",,0
Language used most often at work,              Low Saxon,,0
Language used most often at work,              Plautdietsch,,10
Language used most often at work,              Vlaams (Flemish),,0
Language used most often at work,            Scandinavian languages,,0
Language used most often at work,              Danish,,0
Language used most often at work,              Icelandic,,0
Language used most often at work,              Norwegian,,0
Language used most often at work,              Swedish,,0
Language used most often at work,"            Germanic languages, n.i.e.",,0
Language used most often at work,          Greek,,0
Language used most often at work,          Indo-Iranian languages,,420
Language used most often at work,            Indo-Aryan languages,,370
Language used most often at work,              Bengali,,0
Language used most often at work,              Gujarati,,30
Language used most often at work,              Hindi,,55
Language used most often at work,              Kacchi,,0
Language used most often at work,              Marathi,,0
Language used most often at work,              Nepali,,10
Language used most often at work,              Punjabi (Panjabi),,245
Language used most often at work,              Sindhi,,0
Language used most often at work,              Sinhala (Sinhalese),,0
Language used most often at work,              Urdu,,25
Language used most often at work,"              Indo-Aryan languages, n.i.e.",,0
Language used most often at work,            Iranian languages,,55
Language used most often at work,              Kurdish,,0
Language used most often at work,              Pashto,,0
Language used most often at work,              Persian languages,,40
Language used most often at work,                Dari,,0
Language used most often at work,                Iranian Persian,,40
Language used most often at work,"                Persian (Farsi), n.o.s.",,0
Language used most often at work,"              Iranian languages, n.i.e.",,0
Language used most often at work,"            Indo-Iranian languages, n.i.e.",,0
Language used most often at work,          Italic (Romance) languages,,500
Language used most often at work,            Catalan,,0
Language used most often at work,            Italian,,0
Language used most often at work,            Portuguese,,160
Language used most often at work,            Romanian,,70
Language used most often at work,            Spanish,,275
Language used most often at work,"            Italic (Romance) languages, n.i.e.",,0
Language used most often at work,"          Indo-European languages, n.i.e.",,0
Language used most often at work,        Japanese,,35
Language used most often at work,        Korean,,90
Language used most often at work,        Mongolian,,0
Language used most often at work,        Niger-Congo languages,,0
Language used most often at work,          Akan (Twi),,0
Language used most often at work,          Edo,,0
Language used most often at work,"          Fulah (Pular, Pulaar, Fulfulde)",,0
Language used most often at work,          Ga,,0
Language used most often at work,          Ganda,,0
Language used most often at work,          Igbo,,0
Language used most often at work,          Kinyarwanda (Rwanda),,0
Language used most often at work,          Lingala,,0
Language used most often at work,          Rundi (Kirundi),,0
Language used most often at work,          Shona,,0
Language used most often at work,          Swahili,,0
Language used most often at work,          Wolof,,0
Language used most often at work,          Yoruba,,0
Language used most often at work,"          Niger-Congo languages, n.i.e.",,0
Language used most often at work,        Nilo-Saharan languages,,0
Language used most often at work,          Dinka,,0
Language used most often at work,"          Nilo-Saharan languages, n.i.e.",,0
Language used most often at work,        Sign languages,,60
Language used most often at work,          American Sign Language,,55
Language used most often at work,          Quebec Sign Language,,0
Language used most often at work,"          Sign languages, n.i.e.",,0
Language used most often at work,        Sino-Tibetan languages,,775
Language used most often at work,          Chinese languages,,775
Language used most often at work,            Hakka,,0
Language used most often at work,            Mandarin,,690
Language used most often at work,            Min Dong,,0
Language used most often at work,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,15
Language used most often at work,            Wu (Shanghainese),,0
Language used most often at work,            Yue (Cantonese),,70
Language used most often at work,"            Chinese, n.o.s.",,0
Language used most often at work,"            Chinese languages, n.i.e.",,0
Language used most often at work,          Tibeto-Burman languages,,0
Language used most often at work,            Burmese,,0
Language used most often at work,            Karenic languages,,0
Language used most often at work,              S'gaw Karen,,0
Language used most often at work,"              Karenic languages, n.i.e.",,0
Language used most often at work,            Tibetan,,0
Language used most often at work,"            Tibeto-Burman languages, n.i.e.",,0
Language used most often at work,"          Sino-Tibetan languages, n.i.e.",,0
Language used most often at work,        Tai-Kadai languages,,0
Language used most often at work,          Lao,,0
Language used most often at work,          Thai,,0
Language used most often at work,"          Tai-Kadai languages, n.i.e.",,0
Language used most often at work,        Turkic languages,,25
Language used most often at work,          Azerbaijani,,0
Language used most often at work,          Turkish,,25
Language used most often at work,          Uyghur,,0
Language used most often at work,          Uzbek,,0
Language used most often at work,"          Turkic languages, n.i.e.",,0
Language used most often at work,        Uralic languages,,0
Language used most often at work,          Estonian,,0
Language used most often at work,          Finnish,,0
Language used most often at work,          Hungarian,,0
Language used most often at work,"        Other languages, n.i.e.",,0
Language used most often at work,  Multiple responses,,1895
Language used most often at work,    English and French,,515
Language used most often at work,    English and non-official language(s),,1365
Language used most often at work,    French and non-official language(s),,0
Language used most often at work,"    English, French and non-official language(s)",,15
Language used most often at work,    Multiple non-official languages,,15
Other language(s) used regularly at work,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",197,339565
Other language(s) used regularly at work,  None,,329105
Other language(s) used regularly at work,  English,,1990
Other language(s) used regularly at work,  French,,2595
Other language(s) used regularly at work,  Non-official language,,4890
Other language(s) used regularly at work,    Indigenous,39,20
Other language(s) used regularly at work,    Non-Indigenous,,4870
Other language(s) used regularly at work,  English and French,,10
Other language(s) used regularly at work,  English and non-official language(s),,90
Other language(s) used regularly at work,  French and non-official language(s),,160
Other language(s) used regularly at work,"  English, French and non-official language(s)",,0
Other language(s) used regularly at work,  Multiple non-official languages,,725
Place of work status,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,198,283815
Place of work status,  Worked at home,,82225
Place of work status,  Worked outside Canada,,995
Place of work status,  No fixed workplace address,,29020
Place of work status,  Usual place of work,,171575
Commuting destination,Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data,199,171575
Commuting destination,  Commute within census subdivision (CSD) of residence,,81150
Commuting destination,  Commute to a different census subdivision (CSD) within census division (CD) of residence,,58690
Commuting destination,  Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence,,31430
Commuting destination,  Commute to a different province or territory,,305
Main mode of commuting,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,200,200590
Main mode of commuting,"  Car, truck or van",,178625
Main mode of commuting,"    Car, truck or van - as a driver",,163280
Main mode of commuting,"    Car, truck or van - as a passenger",,15345
Main mode of commuting,  Public transit,,9110
Main mode of commuting,  Walked,,7365
Main mode of commuting,  Bicycle,,1420
Main mode of commuting,  Other method,,4065
